,State Abbv,F00020,F09787,F14642,F13214,F13220,F11984,F11396,F13191,F06795,F04820,F04821,F04904,F04905,F04906,F04907,F12016,F12017,F04916,F04917,F04918,F04919,F12034,F12035,F10498,F11318,F11319,F13176,F10505,F08921,F08922,F08923,F08924,F14045,F09545,F09566,F09567,F09568,F09571,F15297,F13906,F13907,F13908,F13909,F13910,F13911,F13914,F13915,F13920,F13921,F15549,F12558,F09781,F13226,F13321,F15474,F14482,F14587,F14206,F06712,F06713,F06714,F06715,F06716,F06717,F06718,F06719,F06720,F06721,F06722,F06723,F06724,F06725,F06726,F06727,F11640,F11641,F11642,F11643,F13483,N_BLACK,N_ASIAN,N_HISP,F13874,F09721,HPSA_WHOLE,HPSA_PART,RURAL,METRO,NONMETRO,OP_VISITS,CANCER_DEATHS,SHIP_COUNT,DOSAGE_UNIT,OP_PC,IP_PC,PCT_MEN,PCT_WHITE,PCT_BLACK,PCT_ASIAN,PCT_OTHER,PCT_HISP,PCT_MEDICARE,ARF_CDR,POP_DENSITY,PCT_DUALS,PCT_25T34,PCT_35T44,PCT_45T54,PCT_55T64,PCT_65T74,PCT_75T84,PCT_85PLUS,PCT_VETS,NP_PC,MD_LT35_PC,MD_35T44_PC,MD_45T54_PC,MD_55T64_PC,MD_65T74_PC,MD_75PLUS_PC,SPEC_LT35_PC,SPEC_35T44_PC,SPEC_45T54_PC,SPEC_55T64_PC,SPEC_65T74_PC,SPEC_75PLUS_PC,DENTISTS_LT35_PC,DENTISTS_35T44_PC,DENTISTS_45T54_PC,DENTISTS_55T64_PC,DENTISTS_65PLUS_PC,MD_PC,SPEC_PC,PCT_25T44,PCT_45T64,PCT_65PLUS,EXP_EARLY,CANCER_CDR,NP_RX,PDMP_REQ_CHECK,State
26,MT,0.0,0.04965909038356378,-0.0,0.03252914586466967,0.02115082188850667,-0.0,-0.0,0.0,0.13476893422874772,-0.0,-0.0,-0.10146382129208768,-0.05004624202446811,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.08557792239546302,-0.0,-0.0,-0.0,-0.01742932426598985,-0.0,-0.033202791374388085,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0033593836325058373,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.040793254972360894,0.01614101447525305,-0.05169749755001106,-0.02491351888546573,-0.1466755990386915,0.059599073461103456,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.012502579895175305,0.2649359200140361,-0.0,0.0,0.0,0.39313508522038,-0.0,-0.09925833984982117,0.0,0.0,-0.0,0.06642567603819043,-0.08927640654899931,-0.0,0.1707407443997902,0.0,0.0,0.2741372982334355,0.0,-0.0,-0.04148583894393834,-0.0,0.0,0.016960150226939,0.0,0.0,0.0,-0.0,-0.0,-0.019041271405635638,0.08517064387801837,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.03469669228328064,0.0,0.0,0.0,0.0709442559972593,-0.027566970806563652,0.055593657334292786,0.0,-0.0,0.0,-0.05793684762914931,0.0,0.0,-0.0,0.0,0.0,Montana
27,NC,-0.0,-0.0,-0.0,-0.14038454420492347,0.0,-0.0,-0.12339492124530681,-0.027758278143720696,0.12453881402411324,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.16837562901014153,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.02388705974103615,-0.0,-0.0,0.045885641707472245,-0.0,-0.0,-0.0,-0.14342818915575822,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.34850926075013366,-0.1268696559537099,-0.0,-0.0,0.0,0.0,-0.03102413209626251,0.0,-0.11052458225884186,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.09578283861201577,-0.0,0.16306859664310502,-0.0,-0.0,0.0,1.3172771259631666,0.05159790665595494,0.047519861339999026,0.01257387605402012,0.053843942851499633,-0.22233468651706656,0.0,-0.0,-0.0,0.3580265687220348,0.0,-0.0,0.2614169765763599,0.0,0.009980813130404683,-0.015978134604964295,0.0,0.0,-0.0,-0.10133869353845391,-0.0,0.018752039434730517,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.002364314739906507,0.05486836114033482,-0.02637854636207379,-0.0,0.014470436790519322,0.12411946088929102,0.04232678373526062,-0.0,0.0,0.11515454671643689,-0.0,-0.0,0.0,0.0,0.0,0.0,North Carolina
28,ND,-0.0,-0.011219483873375855,-0.0,-0.0,0.2517347430767313,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.003384770391059617,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.10826115702318478,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.19745434795219158,-0.0,-0.0,0.039634685851635765,-0.0,0.10329297585909837,-0.0,-0.0,-0.0,-0.0,-0.0,-0.008032646698975007,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07550082573786741,0.07226999042278452,-0.0,-0.0,0.17360922020851524,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.04044119786772828,-0.0,-0.0,-0.0,-0.0,-0.035107726197771735,-0.036113354838681416,-0.0,-0.0,-0.0,0.0840471046829103,-0.0,-0.0,0.0,0.0,0.07936138929624771,-0.0,-0.1343914641250741,0.0,0.0,-0.0,-0.0,0.1262049675590945,0.0,-0.0,-0.0,0.043253724192866626,-0.0,0.0,0.09562732677988824,0.0,0.0,0.0,0.052227765385252624,-0.038450464554953205,0.0,0.0,0.046222391004766536,-0.0,0.36238761537709235,0.0,-0.03908352080844304,0.0,-0.0,0.0,0.01585632855888721,0.041581805568876175,-0.0,0.0718744674268414,0.06046484973774791,-0.0,0.0990641508618844,0.04020294671034592,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.10867429516043331,0.0,North Dakota
29,NE,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.07118134590521938,-0.0,-0.0,-0.0,-0.0,-0.02212137015023671,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.14690460086367269,-0.042553044648084785,0.04150808727982719,-0.0,-0.0,-0.0,-0.0020544318589672695,-0.021153220333635488,0.3209604648872367,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.08599722472987105,-0.14483447151391143,0.0,-0.3004281453010878,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09062273181135151,-0.0,-0.0,0.0,-0.0,0.010670362069325309,-0.0,0.16856612732708787,-0.15545564786143165,0.0,0.17653429893382933,-0.0,-0.0,0.0,0.0,0.028021169739606038,0.01679411180902569,-0.019875473978986154,0.0,0.0,0.2446619904281329,-0.12592226462003744,0.11656571521137969,0.18011495664693938,0.04100757836961119,-0.0,-0.0019241585364159145,0.0,0.0,-0.10576754750324108,-0.0,0.23403876561857895,0.0,0.04422016456314323,-0.0002766563219152442,0.02544300086555305,-0.0,0.0,0.20506394481363763,0.0022389852442352056,-0.1104815699201139,0.01530704680345132,-0.0,-0.022944636720677734,-0.0,-0.0,-0.0,-0.0,0.011864260877139834,0.06566994604716443,0.09071139749349139,0.016534329667907216,0.11425221872321636,0.0,-0.0,0.16982761190805565,-0.0,0.0018031335760966903,0.0,0.03078344893193126,0.0,0.0,Nebraska
30,NH,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.15143045238918956,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.3958017963348461,-0.0,-0.03350707693637423,0.17479653318064084,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.35740870188371665,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.21113701466336593,0.0,-0.0048099527547835865,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.18463309176193837,0.08189047852126775,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.05021229472191142,0.0,-0.0,-0.15811816791543942,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.055704079035745716,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.20901553573895762,0.0,New Hampshire
31,NJ,0.030414137280687197,-0.07452813187578584,0.0,-0.03062710164597156,-0.0,-0.0,-0.0,-0.0,0.1333024384445141,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.020382606508181397,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05203854290908762,0.0,0.0,-0.322971103596653,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.26897450149587987,-0.023905266281330557,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3298494225223859,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.032501050030490204,0.0,0.0,0.0,-0.0,-0.0,0.0,0.5722763988727583,-0.0071308237541939,-0.0,0.0,-0.0,0.0,-0.0,0.07621071745542046,-0.0,0.0,0.19077440185911726,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.04805504741365422,-0.0,-0.0,-0.005992499548238252,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04137983909061918,-0.007801229382222519,-0.03874507736569326,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.07619751143191396,0.0,0.0,0.0,New Jersey
32,NM,0.0,0.04453598392618381,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.031554688178448725,-0.0,-0.01794401957185835,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.5519718662811514,-0.0,-0.035156095124263174,0.0,-0.0,-0.022410800159845114,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.017353052214285833,-0.0,0.0,0.0,-0.028915372305393733,-0.0,0.027774529417347135,-0.0,0.0,0.0,0.1762447502802605,-0.0,-0.0,-0.051497680922152414,-0.0,-0.0,-0.15924955422695058,0.0,0.19737661748086582,0.1065421194961815,0.3053531009166752,0.0,0.19438214391153702,-0.0,-0.039903175330224465,0.0,0.0,0.0,0.0,0.0,0.09222500805131621,-0.15429489977096353,0.0,-0.0,-0.0,0.0,0.0,0.04430375122140432,0.0,-0.10580190267870888,-0.0,0.0,-0.007978231312642334,0.04018001211631241,-0.06599188211398624,-0.0,-0.0,0.09873680591000018,-0.03029533378814112,0.0,-0.0,-0.020663908898706007,0.0,0.0,0.0,0.0,0.0,-0.02872455990776255,New Mexico
33,NV,-0.0,0.05034932701755598,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.20065438540290081,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.10737537986878315,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.11980462027089125,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.21429965754054878,-0.10907871468015577,1.5328240469018283e-15,-0.2291998042181992,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.09304362236151191,-0.0,0.15839162738548515,0.3942938667666628,0.0,0.054264713515279485,-0.0,-0.0,-0.030112115098489697,0.0,0.0,0.06782785019532962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006856805012028759,0.0,0.01173800855347049,0.0,0.0,0.0,0.2314605908350137,-0.06678521218308554,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,Nevada
34,NY,-0.038512119954970093,0.0,-0.0,-0.01347011834306091,-0.0,-0.0,0.0,-0.0,0.219369707637783,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.24464531066870648,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.054066128749361786,-0.0,-0.0,-0.0,-0.0,0.0,-0.04109947700233033,-0.032798987984832495,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.15219095845393185,-0.0,-0.0,-0.0,-0.34569407151432135,-0.0,-0.0,-0.0,-0.0,0.13545295998232243,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.061683730731521454,0.059042180485338464,-0.0,-0.45425516908554525,0.0,0.0,-0.0,-0.0,0.0,0.4414478935618619,0.09366543492357356,-0.06675827091088792,-0.0,0.0,0.0,-0.0,0.03931154647105024,0.0,0.28204800168425753,0.0,-0.0,0.07748268974449996,-0.06468837040730135,0.0,0.0,0.022008528118128673,0.0,-0.0,-0.05123430987615963,-0.0,0.0,-0.0,0.0,-0.0,0.13732193754833663,0.0,-0.004719394448216228,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.08258076884534148,0.0,0.0,0.009030605899491452,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.05052793267427722,-0.0009430329832327351,-3.820122235269357e-17,New York
35,OH,-0.0,0.0,-0.0701533605938669,-0.0,-0.05013274627451451,-0.0,-0.0,-0.0,0.10658015800929319,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.2187876812643691,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.09253242349839098,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.09091587806350875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.02654465494996514,-0.03807357801586682,0.054776255197372246,-0.1849947578505569,0.0,0.0,-0.0,-0.0,0.0,0.16882101690299553,0.02303841138900102,0.0,-0.0017780086037851514,0.0,-0.056517630042919764,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.4403013300032142,0.021540518841984612,0.0,-0.0,0.0,-0.0,-0.0,-0.17231082521598232,0.07747579723658286,0.1970781743439891,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.05073545687535647,0.17815122424912178,0.04455856989054881,-0.0,0.0,0.0,0.04010574286017762,-0.0,0.0,0.023379844619977268,-0.0,-0.007547534239842519,0.0,-0.0,0.0,0.0,Ohio
36,OK,-0.11286549219901625,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.07434218677534309,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0010000840409650758,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.11405153165051564,-0.09827507793096518,0.0,-0.0,-0.0,-0.0,0.0,-0.014924054872782967,0.21844177414621477,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.14545617668378133,-0.0,-0.0,-0.0,-0.0,0.18084539996871576,0.0,0.0,0.0,-0.0,-0.029315097249526117,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.09005583999255394,-0.0,-0.0,-0.0,0.0,-0.08747059749321587,-0.08084603196690275,0.0,-0.0,-0.0,0.06006186535031603,-0.0,-0.0,0.04098264413820937,0.25478366944687386,0.010736454170604138,0.008310691941102387,0.0,0.13322073912044374,-0.04665828561030508,0.0,-0.0,0.06318043158258815,0.11429515401346868,0.13623714451246124,-0.0,0.4029666756556233,-0.0,0.0025494950305546336,-0.026955037823204443,-0.0,-0.0,-0.0,-0.2392817157666858,-0.0,0.12698786437181322,0.0,0.0,0.0,-0.0,-0.016802747272260058,-0.024564343044504645,0.04359407593174817,-0.0,-0.0,0.0,0.03559704442800765,0.0,0.06275007322527403,0.04187047858395302,0.04182089913054808,0.13487596262939694,0.12100376916185315,-0.0,0.0,0.0,-0.004454832128962717,-0.0,0.0,0.0,0.0,0.0,Oklahoma
37,OR,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0446954437362769,0.020274023966933844,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.05074511333338043,0.0,-0.0,-0.0,-0.0,0.0036272469500113987,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0210750517327091,0.0,-0.0,0.0,-0.5601537989149881,-0.0,0.0,-0.0,0.0,0.0,0.0,0.010687959713445517,0.0,0.012857775833528944,0.0,0.0,-0.0,-0.01379835339541633,-0.0,0.0,0.09437936182644381,-0.0,0.40771168309126743,-0.0,0.0,0.0,0.11943492295866925,-0.0,-0.0,0.17381277831007103,-0.13068936491267574,-0.0,-0.03293324043920682,-0.0,-0.0,0.0,0.12125466035203114,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.06854635620279806,0.12573262000546004,0.0940854266708663,-0.0,-0.0,0.0,0.20659773993449662,-0.0,0.0,-0.0,0.034898764389209275,0.0,Oregon
38,PA,-0.0333534244561699,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.18930746857885106,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0402740911325621,0.0,-0.0,-0.0,-0.09408351549462857,-0.0,-0.0,0.1908841025863198,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.29611423296892075,-0.0,-0.0,-0.0,0.0,0.0,0.0688302099985036,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.017312993990002322,-0.0,-0.02615920169267109,0.08960904931732752,-0.2536147070538352,0.20810556216525103,-0.0,-0.036542343454317866,-0.0,0.0,0.28551075874295395,-0.0,-0.0,-0.06867497397575349,-0.0,0.0,0.0,0.0008428093291954784,-0.0,0.3254718345984409,-0.0,-0.0,0.2604543400431326,-0.0,0.0067559659067469545,0.0,0.006579056262902778,-0.04277828543779536,-0.10244638216909911,0.035434674225062815,0.0,-0.0,-0.06970618833643868,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.08045852296875594,-0.021134665859767705,0.0,-0.03057517681493929,0.04585934305236578,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,Pennsylvania
39,RI,0.0,-0.0697388236641483,0.0,0.0,0.0,0.0,0.0,0.0,0.2338339037984654,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.13771607334198144,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.14629919339988232,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.005061517022568768,0.0,0.0,-0.07240556368162963,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.07511496999818582,0.2554241374432931,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4154916796993637,-0.0,-0.0,-0.2136278573552018,-0.0,0.0,-0.0,0.0127302236366888,0.05436142606742039,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.14306811368728423,-0.0,0.0,Rhode Island
40,SC,0.003554359866809375,0.006793949036041359,-0.0,-0.019255561340682317,-0.0,-0.0,-0.0,-0.12560544563128484,0.08594609590655683,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.05565086522878268,-0.0,-0.0,-0.0631594364210118,-0.0,-0.0,-0.0,-0.013352744186180363,-0.0,-0.0,-0.0,-0.0,-0.0026261952837358755,-0.0,-0.0,-0.03126020867151451,-0.0,-0.0,0.0,0.07372118895222572,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.13581991913690641,-0.0,-0.3318435366801102,-0.12643947076926776,-0.0,0.0,-0.0,0.17310911897979156,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.16609916345214643,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.009849025771514487,-0.0,-0.0,0.07813712847921561,-0.0,-0.0,-0.0,0.9331351696495745,0.015838187621635656,0.0,-0.26690350740018454,0.0,-0.36028609719768273,-0.0,0.05588258515894273,-0.01358398389529679,0.2488221721926008,0.22825170319127583,-0.0,0.0003402486904112517,0.0,0.13311588887921907,-0.0,-0.0,-0.0,-0.0,-0.20532904900097282,-0.0,0.16545436895596827,-0.0,0.0,0.0,0.0,0.21485790522405424,0.0,-0.0,-0.0,-0.0,0.012422854354553465,0.0,-0.0,0.0,-0.0,-0.07490841711670097,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,South Carolina
41,SD,-0.0,0.0,-0.0,-0.00563203356321974,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.010904872715213782,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.011250606683373772,-0.0,0.0,0.1265097024570182,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.22530405471820925,0.07262199592200876,0.20928229662876688,0.0,0.08256401239886947,-0.005262136603170912,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.001189407126736788,-0.1075055107192723,0.0,-0.08553910533561199,0.0,0.1798058649233886,-0.0,-0.0,0.0,0.25062015802407034,-0.07060080731256863,0.2593749455108333,0.07216957691608658,-0.18959807126917294,-0.0,0.0,0.0,0.0,-0.0,-0.19866394379064173,-0.0,0.19919245910950456,-0.0,0.0,-0.0,0.5279655011512812,-0.17226780161398786,0.12089866616804415,0.04749720505145915,-0.021251562894819345,0.02521063554368093,-0.0,-0.0,0.0,0.08979755187520534,0.03975085118056884,-0.0,-0.025404722024701173,0.0,0.0,0.0,0.10267076302791879,0.0017281867565024308,-0.01670475281923101,0.09638575686388944,-0.05238982437400273,0.0074814036586955054,0.09560654958398081,0.0,0.0,-0.0,0.0,0.0,0.0,0.03741608961978428,0.0,0.0,South Dakota
